month,hour,price_eur_mwh,year,year_baseload
2,12,143.66035714285718,2022,247.434
2,13,142.03392857142856,2022,247.434
2,14,143.70607142857142,2022,247.434
2,15,160.29892857142858,2022,247.434
2,16,175.43321428571426,2022,247.434
2,17,193.43785714285713,2022,247.434
2,18,199.52678571428575,2022,247.434
2,19,189.20749999999998,2022,247.434
2,20,175.6782142857143,2022,247.434
2,21,151.25571428571428,2022,247.434
2,22,141.8675,2022,247.434
2,23,123.56607142857142,2022,247.434
3,0,244.3264516129032,2022,247.434
3,1,238.10999999999999,2022,247.434
3,2,233.0773333333333,2022,247.434
3,3,226.05645161290326,2022,247.434
3,4,230.99774193548387,2022,247.434
3,5,248.6790322580645,2022,247.434
3,6,298.1154838709678,2022,247.434
3,7,319.6348387096775,2022,247.434
3,8,307.8741935483871,2022,247.434
3,9,263.45322580645154,2022,247.434
3,10,228.88870967741934,2022,247.434
3,11,220.2670967741935,2022,247.434
3,12,204.93354838709672,2022,247.434
3,13,201.0451612903226,2022,247.434
3,14,202.17064516129034,2022,247.434
3,15,224.41903225806448,2022,247.434
3,16,259.13838709677424,2022,247.434
3,17,306.538064516129,2022,247.434
3,18,338.74032258064517,2022,247.434
3,19,348.4758064516129,2022,247.434
3,20,317.0029032258064,2022,247.434
3,21,282.9277419354839,2022,247.434
3,22,261.7725806451613,2022,247.434
3,23,235.96838709677417,2022,247.434
4,0,156.70999999999998,2022,247.434
4,1,147.12033333333335,2022,247.434
4,2,143.71366666666668,2022,247.434
4,3,140.63833333333335,2022,247.434
4,4,143.435,2022,247.434
4,5,152.98666666666668,2022,247.434
4,6,183.78099999999998,2022,247.434
4,7,206.30900000000003,2022,247.434
4,8,210.59133333333338,2022,247.434
4,9,188.8656666666667,2022,247.434
4,10,170.51066666666665,2022,247.434
4,11,164.10600000000002,2022,247.434
4,12,157.70200000000003,2022,247.434
4,13,146.95166666666668,2022,247.434
4,14,140.51533333333333,2022,247.434
4,15,144.85399999999998,2022,247.434
4,16,150.51533333333333,2022,247.434
4,17,169.99733333333336,2022,247.434
4,18,207.1076666666667,2022,247.434
4,19,236.03900000000002,2022,247.434
4,20,234.31833333333333,2022,247.434
4,21,210.01699999999997,2022,247.434
4,22,197.88800000000003,2022,247.434
4,23,173.3683333333333,2022,247.434
5,0,186.15451612903223,2022,247.434
5,1,174.46935483870968,2022,247.434
5,2,168.19064516129032,2022,247.434
5,3,163.9945161290323,2022,247.434
5,4,166.14096774193544,2022,247.434
5,5,177.12032258064514,2022,247.434
5,6,204.33225806451614,2022,247.434
5,7,220.20741935483872,2022,247.434
5,8,215.5432258064516,2022,247.434
5,9,195.65999999999997,2022,247.434
5,10,176.24354838709678,2022,247.434
5,11,168.7438709677419,2022,247.434
5,12,166.21870967741933,2022,247.434
5,13,155.09935483870967,2022,247.434
5,14,149.43967741935484,2022,247.434
5,15,153.66193548387096,2022,247.434
5,16,164.28806451612903,2022,247.434
5,17,185.9912903225807,2022,247.434
5,18,210.46193548387095,2022,247.434
5,19,237.46677419354842,2022,247.434
5,20,242.6993548387097,2022,247.434
5,21,232.6677419354839,2022,247.434
5,22,221.45451612903227,2022,247.434
5,23,199.53548387096774,2022,247.434
6,0,221.0696666666667,2022,247.434
6,1,202.222,2022,247.434
6,2,192.2723333333333,2022,247.434
6,3,188.22066666666663,2022,247.434
6,4,185.683,2022,247.434
6,5,193.07366666666667,2022,247.434
6,6,232.166,2022,247.434
6,7,253.32533333333336,2022,247.434
6,8,257.52733333333333,2022,247.434
6,9,230.93366666666665,2022,247.434
6,10,208.63433333333333,2022,247.434
6,11,198.0026666666667,2022,247.434
6,12,190.50266666666667,2022,247.434
6,13,181.581,2022,247.434
6,14,173.16966666666664,2022,247.434
6,15,185.38899999999998,2022,247.434
6,16,202.0066666666667,2022,247.434
6,17,231.888,2022,247.434
6,18,265.806,2022,247.434
6,19,299.87600000000003,2022,247.434
6,20,303.52566666666667,2022,247.434
6,21,287.13699999999994,2022,247.434
6,22,273.6273333333334,2022,247.434
6,23,236.24999999999997,2022,247.434
7,0,338.491935483871,2022,247.434
7,1,303.1570967741936,2022,247.434
7,2,279.13129032258064,2022,247.434
7,3,273.5,2022,247.434
7,4,271.401935483871,2022,247.434
7,5,276.50741935483876,2022,247.434
7,6,337.313870967742,2022,247.434
7,7,363.0929032258064,2022,247.434
7,8,353.4809677419355,2022,247.434
7,9,310.9325806451613,2022,247.434
7,10,285.43645161290317,2022,247.434
7,11,272.82,2022,247.434
7,12,258.4151612903226,2022,247.434
7,13,242.14064516129028,2022,247.434
7,14,227.42000000000002,2022,247.434
7,15,238.8674193548387,2022,247.434
7,16,266.4432258064516,2022,247.434
7,17,314.80741935483866,2022,247.434
7,18,371.626129032258,2022,247.434
7,19,426.46677419354836,2022,247.434
7,20,441.6735483870968,2022,247.434
7,21,429.9487096774194,2022,247.434
7,22,417.3603225806452,2022,247.434
7,23,366.3180645161289,2022,247.434
8,0,459.09161290322584,2022,247.434
8,1,427.1193548387096,2022,247.434
8,2,418.8638709677419,2022,247.434
8,3,403.9054838709677,2022,247.434
8,4,404.88903225806445,2022,247.434
8,5,426.43290322580646,2022,247.434
8,6,486.0554838709678,2022,247.434
8,7,517.888064516129,2022,247.434
8,8,526.0851612903226,2022,247.434
8,9,490.08161290322585,2022,247.434
8,10,464.07677419354843,2022,247.434
8,11,442.28354838709686,2022,247.434
8,12,429.93838709677414,2022,247.434
8,13,411.99903225806446,2022,247.434
8,14,403.42516129032265,2022,247.434
8,15,427.0893548387097,2022,247.434
8,16,447.0577419354839,2022,247.434
8,17,498.7945161290322,2022,247.434
8,18,556.3787096774194,2022,247.434
8,19,604.8725806451614,2022,247.434
8,20,604.6812903225807,2022,247.434
8,21,566.3432258064516,2022,247.434
8,22,530.3564516129034,2022,247.434
8,23,485.3803225806452,2022,247.434
9,0,313.55800000000005,2022,247.434
9,1,287.32733333333334,2022,247.434
9,2,280.64166666666665,2022,247.434
9,3,271.11899999999997,2022,247.434
9,4,276.87499999999994,2022,247.434
9,5,315.005,2022,247.434
9,6,390.53666666666663,2022,247.434
9,7,441.63833333333326,2022,247.434
9,8,453.6796666666666,2022,247.434
9,9,413.01866666666666,2022,247.434
9,10,376.81133333333327,2022,247.434
9,11,351.87066666666664,2022,247.434
9,12,325.99266666666665,2022,247.434
9,13,302.0063333333334,2022,247.434
9,14,302.06166666666667,2022,247.434
9,15,326.9006666666666,2022,247.434
9,16,359.747,2022,247.434
9,17,415.33600000000007,2022,247.434
9,18,465.90599999999995,2022,247.434
9,19,519.8153333333333,2022,247.434
9,20,473.7503333333334,2022,247.434
9,21,413.29533333333336,2022,247.434
9,22,372.30500000000006,2022,247.434
9,23,322.2783333333333,2022,247.434
10,0,133.9148387096774,2022,247.434
10,1,125.45870967741935,2022,247.434
10,2,119.0778125,2022,247.434
10,3,114.98516129032257,2022,247.434
10,4,120.9932258064516,2022,247.434
10,5,135.67483870967743,2022,247.434
10,6,179.82677419354846,2022,247.434
10,7,211.36612903225807,2022,247.434
10,8,228.1367741935484,2022,247.434
10,9,192.78225806451613,2022,247.434
10,10,165.82741935483875,2022,247.434
10,11,148.48838709677418,2022,247.434
10,12,140.27967741935484,2022,247.434
10,13,132.39645161290323,2022,247.434
10,14,134.05225806451614,2022,247.434
10,15,152.10999999999996,2022,247.434
10,16,173.27419354838713,2022,247.434
10,17,208.09000000000006,2022,247.434
10,18,247.70870967741936,2022,247.434
10,19,271.8032258064516,2022,247.434
10,20,218.97774193548392,2022,247.434
10,21,182.09161290322575,2022,247.434
10,22,158.65935483870967,2022,247.434
10,23,138.0132258064516,2022,247.434
11,0,139.35433333333333,2022,247.434
11,1,127.84633333333333,2022,247.434
11,2,121.23499999999999,2022,247.434
11,3,117.25433333333335,2022,247.434
11,4,124.44133333333336,2022,247.434
11,5,143.79033333333334,2022,247.434
11,6,186.78999999999996,2022,247.434
11,7,218.5813333333334,2022,247.434
11,8,229.50100000000003,2022,247.434
11,9,225.2713333333333,2022,247.434
11,10,217.813,2022,247.434
11,11,217.948,2022,247.434
11,12,212.71766666666664,2022,247.434
11,13,212.83866666666668,2022,247.434
11,14,225.2466666666666,2022,247.434
11,15,238.21166666666664,2022,247.434
11,16,252.2373333333333,2022,247.434
11,17,269.89366666666666,2022,247.434
11,18,260.5683333333333,2022,247.434
11,19,247.50166666666667,2022,247.434
11,20,216.0856666666667,2022,247.434
11,21,190.75233333333333,2022,247.434
11,22,177.99033333333335,2022,247.434
11,23,149.4223333333333,2022,247.434
12,0,182.3693548387097,2022,247.434
12,1,170.9438709677419,2022,247.434
12,2,164.2935483870968,2022,247.434
12,3,156.9890322580645,2022,247.434
12,4,161.92774193548385,2022,247.434
12,5,185.64548387096778,2022,247.434
12,6,219.38161290322577,2022,247.434
12,7,271.4974193548387,2022,247.434
12,8,286.39354838709676,2022,247.434
12,9,293.45645161290327,2022,247.434
12,10,300.1370967741935,2022,247.434
12,11,298.41096774193545,2022,247.434
12,12,289.9267741935484,2022,247.434
12,13,285.70580645161294,2022,247.434
12,14,296.74935483870973,2022,247.434
12,15,294.5461290322581,2022,247.434
12,16,307.4783870967742,2022,247.434
12,17,324.85032258064524,2022,247.434
12,18,316.3664516129031,2022,247.434
